Fasta headers	Hypo 42	Hypo 42	Hypo 42	Hypo 45	Hypo 45	Hypo 45	Hypo CH	Hypo CH	Hypo CH	Hypo W3
sp|Q8VI75|IPO4_MOUSE Importin-4 OS=Mus musculus GN=Ipo4 PE=1 SV=1;tr|Q5U4C5|Q5U4C5_MOUSE Importin-4 OS=Mus musculus GN=Ipo4 PE=1 SV=1	1335.5	1820.4	1976.9	2002.4	1218.3	1978.7	2450.7	1600.1	2111.4	830.95
sp|Q8VI84|NOC3L_MOUSE Nucleolar complex protein 3 homolog OS=Mus musculus GN=Noc3l PE=2 SV=2	0	0	0	0	0	0	0	0	0	0
sp|Q8VIJ6|SFPQ_MOUSE Splicing factor, proline- and glutamine-rich OS=Mus musculus GN=Sfpq PE=1 SV=1;tr|Q3TZL2|Q3TZL2_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Sfpq PE=2 SV=1	37960	26084	30622	24156	7255.7	28714	53252	28607	30406	7924.3
sp|Q8VIM9|IRGQ_MOUSE Immunity-related GTPase family Q protein OS=Mus musculus GN=Irgq PE=1 SV=1	153290	176780	156710	196890	316370	187590	253660	149260	225570	271800
sp|Q8WUR0|CS012_MOUSE Protein C19orf12 homolog OS=Mus musculus PE=1 SV=1	2221.6	2914.6	2163.7	2852.1	3468	1801.1	3229.6	2140.5	3879	639.87
tr|Q91UZ1|Q91UZ1_MOUSE Phosphoinositide phospholipase C OS=Mus musculus GN=Plcb4 PE=1 SV=1;tr|V9GXQ9|V9GXQ9_MOUSE Phosphoinositide phospholipase C OS=Mus musculus GN=Plcb4 PE=1 SV=1;tr|A2AT91|A2AT91_MOUSE Phosphoinositide phospholipase C (Fragment) OS=Mus 	14565	13932	13990	12497	7617.5	14264	21501	14018	15936	6874.3
sp|Q91V01|MBOA5_MOUSE Lysophospholipid acyltransferase 5 OS=Mus musculus GN=Lpcat3 PE=1 SV=1;tr|A0A0N4SUM3|A0A0N4SUM3_MOUSE Lysophospholipid acyltransferase 5 OS=Mus musculus GN=Lpcat3 PE=1 SV=1	4918.6	5252.2	5930	9196.1	3059.8	5620.8	7950	5518.7	7857.7	2396.1
sp|Q91V12-2|BACH_MOUSE Isoform A of Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7;tr|E9PYH2|E9PYH2_MOUSE Cytosolic acyl coenzyme A thioester hydrolase OS=Mus musculus GN=Acot7 PE=1 SV=1;sp|Q91V12-4|BACH_MOUSE Isoform D of Cytosolic	32203	36718	32211	34308	30273	34319	50338	31345	39150	16153
tr|Q91V35|Q91V35_MOUSE Receptor-type tyrosine-protein phosphatase OS=Mus musculus GN=Ptpra PE=1 SV=1;sp|P18052-2|PTPRA_MOUSE Isoform 2 of Receptor-type tyrosine-protein phosphatase alpha OS=Mus musculus GN=Ptpra;sp|P18052|PTPRA_MOUSE Receptor-type tyrosine	11316	12765	11877	12250	13253	13412	17986	13279	14269	6954.4
sp|Q91V36|NRBP2_MOUSE Nuclear receptor-binding protein 2 OS=Mus musculus GN=Nrbp2 PE=1 SV=2;tr|A0A0R4J002|A0A0R4J002_MOUSE Nuclear receptor binding protein 2, isoform CRA_a OS=Mus musculus GN=Nrbp2 PE=1 SV=1	18105	17847	17731	18939	17514	19805	28277	16065	20836	9021.4
sp|Q91V51|TTLL1_MOUSE Probable tubulin polyglutamylase TTLL1 OS=Mus musculus GN=Ttll1 PE=1 SV=1	54563	22151	3230.2	3354	9247	3974	35860	18654	3602.5	1706.7
tr|Q91V55|Q91V55_MOUSE 40S ribosomal protein S5 OS=Mus musculus GN=Rps5 PE=1 SV=1;tr|D3YYM6|D3YYM6_MOUSE 40S ribosomal protein S5 (Fragment) OS=Mus musculus GN=Rps5 PE=1 SV=1;tr|D3Z1S8|D3Z1S8_MOUSE 40S ribosomal protein S5 (Fragment) OS=Mus musculus GN=Rps	29852	27063	28676	25684	23949	31644	44421	29675	30451	16147
sp|Q91V57|CHIN_MOUSE N-chimaerin OS=Mus musculus GN=Chn1 PE=1 SV=2;tr|A7VK13|A7VK13_MOUSE Alpha2-chimerin OS=Mus musculus GN=Chn1 PE=1 SV=1;sp|Q91V57-2|CHIN_MOUSE Isoform 2 of N-chimaerin OS=Mus musculus GN=Chn1;tr|A7VK14|A7VK14_MOUSE Alpha3-chimerin OS=Mu	45124	53669	48834	55077	38931	52192	73448	46146	65667	27007
sp|Q91V61-2|SFXN3_MOUSE Isoform 2 of Sideroflexin-3 OS=Mus musculus GN=Sfxn3;sp|Q91V61|SFXN3_MOUSE Sideroflexin-3 OS=Mus musculus GN=Sfxn3 PE=1 SV=1;tr|Q3U4F0|Q3U4F0_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Sfxn3 PE=1 SV=1	24001	23898	19443	24708	19659	24456	38365	23165	28033	15804
sp|Q91V64|ISOC1_MOUSE Isochorismatase domain-containing protein 1 OS=Mus musculus GN=Isoc1 PE=1 SV=1;tr|Q9D096|Q9D096_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Isoc1 PE=2 SV=1	5703.9	5434.8	5591.6	5922	4428.1	5516.4	8883.2	5265.1	7398	2743.2
sp|Q91V76|CK054_MOUSE Ester hydrolase C11orf54 homolog OS=Mus musculus PE=1 SV=1;tr|A0A1L1SSF8|A0A1L1SSF8_MOUSE RIKEN cDNA 4931406C07 gene OS=Mus musculus GN=4931406C07Rik PE=1 SV=1	27615	25626	23275	25675	28604	32549	42164	26171	31935	12352
tr|Q9D3M4|Q9D3M4_MOUSE Protein S100 OS=Mus musculus GN=S100a1 PE=2 SV=1;tr|Q91V77|Q91V77_MOUSE Protein S100 OS=Mus musculus GN=S100a1 PE=1 SV=1;tr|Q9JL08|Q9JL08_MOUSE Protein S100 (Fragment) OS=Mus musculus GN=S100A1 PE=3 SV=1;sp|P56565|S10A1_MOUSE Protein	0	0	0	0	0	0	0	0	0	0
sp|Q91V92|ACLY_MOUSE ATP-citrate synthase OS=Mus musculus GN=Acly PE=1 SV=1;tr|Q3TED3|Q3TED3_MOUSE ATP-citrate synthase OS=Mus musculus GN=Acly PE=2 SV=1	18802	18508	18250	19518	14582	20548	27001	17743	20686	7686.1
sp|Q91VA6|PDIP2_MOUSE Polymerase delta-interacting protein 2 OS=Mus musculus GN=Poldip2 PE=1 SV=1;tr|F6SQH7|F6SQH7_MOUSE Polymerase delta-interacting protein 2 (Fragment) OS=Mus musculus GN=Poldip2 PE=1 SV=1	5278.7	3776.2	4668.3	5569.8	5067.2	5041.9	5488.1	2752	5421.9	2990.8
tr|Q91VA7|Q91VA7_MOUSE Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Mus musculus GN=Idh3b PE=1 SV=1	3204.7	4507	2964.8	5126.3	3437.3	4092.4	5030.1	4135.2	4437.2	1616
sp|Q91VC3|IF4A3_MOUSE Eukaryotic initiation factor 4A-III OS=Mus musculus GN=Eif4a3 PE=1 SV=3;tr|A2AFK7|A2AFK7_MOUSE Eukaryotic initiation factor 4A-III (Fragment) OS=Mus musculus GN=Eif4a3 PE=1 SV=1;tr|A0A0N4SVP8|A0A0N4SVP8_MOUSE Predicted pseudogene 5580	0	0	0	0	0	0	0	0	0	0
sp|Q91VC7|PP14A_MOUSE Protein phosphatase 1 regulatory subunit 14A OS=Mus musculus GN=Ppp1r14a PE=1 SV=1;tr|A0A140LI58|A0A140LI58_MOUSE Protein phosphatase 1 regulatory subunit 14A OS=Mus musculus GN=Ppp1r14a PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91VC9|GHITM_MOUSE Growth hormone-inducible transmembrane protein OS=Mus musculus GN=Ghitm PE=1 SV=1	24850	32321	24579	28208	26840	30626	42331	25703	35970	23878
tr|Q925L4|Q925L4_MOUSE Protocadherin-betaQ OS=Mus musculus GN=Pcdhb17 PE=2 SV=1;tr|Q91VD8|Q91VD8_MOUSE MCG141290 OS=Mus musculus GN=Pcdhb17 PE=1 SV=1;tr|Q80TB2|Q80TB2_MOUSE MKIAA1621 protein (Fragment) OS=Mus musculus GN=Pcdhb17 PE=2 SV=1;tr|Q925C9|Q925C9_	3684.5	4174.6	4196.1	3762.7	4698.9	4226.7	5514.6	3938.4	3875.5	1830.4
sp|Q91VD9|NDUS1_MOUSE NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2;tr|Q3TIU7|Q3TIU7_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Ndufs1 PE=2 SV=1;tr|Q3UIQ2|Q3UIQ2_MOUSE Putative uncharacteriz	129400	126700	134340	161500	118850	147730	162290	110060	152140	80113
sp|Q91VE0|S27A4_MOUSE Long-chain fatty acid transport protein 4 OS=Mus musculus GN=Slc27a4 PE=1 SV=1;tr|Q9CV67|Q9CV67_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Slc27a4 PE=2 SV=1	3680.9	3673.9	4446.7	3838.7	4591	4925.3	5509.8	3891.2	5282.7	2314.2
sp|Q91VE6-2|MK67I_MOUSE Isoform 2 of MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Mus musculus GN=Nifk;sp|Q91VE6|MK67I_MOUSE MKI67 FHA domain-interacting nucleolar phosphoprotein OS=Mus musculus GN=Nifk PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91VJ2|CAVN3_MOUSE Caveolae-associated protein 3 OS=Mus musculus GN=Cavin3 PE=1 SV=1	8130.7	8028.8	7926.6	9350.6	9065.7	8129	12518	6828.1	9830.1	4966
sp|Q91VJ4|STK38_MOUSE Serine/threonine-protein kinase 38 OS=Mus musculus GN=Stk38 PE=1 SV=1;tr|Q8BJ33|Q8BJ33_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Stk38 PE=2 SV=1;tr|Q8BJS2|Q8BJS2_MOUSE Putative uncharacterized protein (Fragment) OS=Mus	0	0	0	0	0	0	0	0	0	0
sp|Q91VK1|BZW2_MOUSE Basic leucine zipper and W2 domain-containing protein 2 OS=Mus musculus GN=Bzw2 PE=1 SV=1;tr|Q3V199|Q3V199_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Bzw2 PE=2 SV=1;tr|Q3TRM2|Q3TRM2_MOUSE Putative uncharacteri	3824.5	4036.2	3693.7	3210.8	1651.1	3573.6	5946.6	4308.8	4545	1758.4
sp|Q91VK4|ITM2C_MOUSE Integral membrane protein 2C OS=Mus musculus GN=Itm2c PE=1 SV=2;tr|Q3U0F3|Q3U0F3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Itm2c PE=2 SV=1;tr|A0A087WRM2|A0A087WRM2_MOUSE Integral membrane protein 2C OS=Mus musculus GN=	0	0	0	0	0	0	0	0	0	0
sp|Q91VL8|TE2IP_MOUSE Telomeric repeat-binding factor 2-interacting protein 1 OS=Mus musculus GN=Terf2ip PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91VM5|RMXL1_MOUSE RNA binding motif protein, X-linked-like-1 OS=Mus musculus GN=Rbmxl1 PE=1 SV=1	10630	6313	8273.4	5944.4	25732	10429	14765	10542	9472.8	8023.1
sp|Q91VM9|IPYR2_MOUSE Inorganic pyrophosphatase 2, mitochondrial OS=Mus musculus GN=Ppa2 PE=1 SV=1;tr|D3Z636|D3Z636_MOUSE Inorganic pyrophosphatase 2, mitochondrial OS=Mus musculus GN=Ppa2 PE=1 SV=1;sp|Q91VM9-2|IPYR2_MOUSE Isoform 2 of Inorganic pyrophosph	1693.2	2609.8	2298	1876.6	2519.2	2549	3754.8	1960.4	2588.1	808.43
sp|Q91VN4|MIC25_MOUSE MICOS complex subunit Mic25 OS=Mus musculus GN=Chchd6 PE=1 SV=2;tr|Q9DA45|Q9DA45_MOUSE MICOS complex subunit OS=Mus musculus GN=Chchd6 PE=2 SV=1;tr|Q3TJS8|Q3TJS8_MOUSE MICOS complex subunit OS=Mus musculus GN=Chchd6 PE=2 SV=1;tr|Q8C2Z	9756.1	12167	14651	12048	10574	12151	19293	13744	13332	5748.7
sp|Q91VR5|DDX1_MOUSE ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1;tr|Q922B8|Q922B8_MOUSE DEAD (Asp-Glu-Ala-Asp) box polypeptide 1 OS=Mus musculus GN=Ddx1 PE=2 SV=1;tr|Q3V1Z7|Q3V1Z7_MOUSE Putative uncharacterized protein OS=Mus musculus	2642.2	3873.3	3549.2	5164.4	1745.8	3740.5	4463.4	3739.2	3277	2638.7
sp|Q91VR7|MLP3A_MOUSE Microtubule-associated proteins 1A/1B light chain 3A OS=Mus musculus GN=Map1lc3a PE=1 SV=1	3426.2	3223.2	2872.6	3491.9	2077.7	3281.2	4954.9	3585.6	4172.6	2900.4
sp|Q91VR8|BRK1_MOUSE Protein BRICK1 OS=Mus musculus GN=Brk1 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91VS8|FARP2_MOUSE FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2;tr|D3Z4C0|D3Z4C0_MOUSE FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91VT4|CBR4_MOUSE Carbonyl reductase family member 4 OS=Mus musculus GN=Cbr4 PE=1 SV=2;tr|D3Z6C4|D3Z6C4_MOUSE Carbonyl reductase family member 4 (Fragment) OS=Mus musculus GN=Cbr4 PE=1 SV=1	11571	9358.3	11125	10264	6108.4	11321	19273	10328	12138	2280.7
sp|Q91VW3|SH3L3_MOUSE SH3 domain-binding glutamic acid-rich-like protein 3 OS=Mus musculus GN=Sh3bgrl3 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91VW5|GOGA4_MOUSE Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2;tr|A0A1D5RLV4|A0A1D5RLV4_MOUSE Golgin subfamily A member 4 (Fragment) OS=Mus musculus GN=Golga4 PE=1 SV=1	36456	37517	35545	37965	30666	40010	54024	34465	46524	20614
sp|Q91VZ6|SMAP1_MOUSE Stromal membrane-associated protein 1 OS=Mus musculus GN=Smap1 PE=1 SV=1	878.19	638.86	760.59	605.41	0	913.21	850.51	714.09	915.83	386.96
sp|Q91W18-2|TDRD3_MOUSE Isoform 2 of Tudor domain-containing protein 3 OS=Mus musculus GN=Tdrd3;sp|Q91W18-3|TDRD3_MOUSE Isoform 3 of Tudor domain-containing protein 3 OS=Mus musculus GN=Tdrd3;sp|Q91W18|TDRD3_MOUSE Tudor domain-containing protein 3 OS=Mus m	1960.3	3503.9	2290.2	4059.7	2079.6	2304.6	3384	1364.8	2292.9	772.09
sp|Q91W29|COX42_MOUSE Cytochrome c oxidase subunit 4 isoform 2, mitochondrial OS=Mus musculus GN=Cox4i2 PE=1 SV=1	875.35	666.35	992.13	887.35	624.58	1075.2	1441.3	909.72	1121.4	543.48
sp|Q91W39|NCOA5_MOUSE Nuclear receptor coactivator 5 OS=Mus musculus GN=Ncoa5 PE=1 SV=1;tr|Q8BX12|Q8BX12_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=Ncoa5 PE=2 SV=1;tr|Q69ZE0|Q69ZE0_MOUSE MKIAA1637 protein (Fragment) OS=Mus musculu	2073.4	2638.5	1769.3	2745	1910.4	2592.5	3207.3	1601.1	2232.9	1111
sp|Q91W53|GOGA7_MOUSE Golgin subfamily A member 7 OS=Mus musculus GN=Golga7 PE=1 SV=1;sp|Q91W53-2|GOGA7_MOUSE Isoform 2 of Golgin subfamily A member 7 OS=Mus musculus GN=Golga7	998.13	918.12	1443.8	1290.8	563.19	1095	1402.3	770.89	1081.2	769.18
sp|Q91W61|FXL15_MOUSE F-box/LRR-repeat protein 15 OS=Mus musculus GN=Fbxl15 PE=1 SV=2	15823	19996	15337	14429	19731	15328	26849	15204	20323	6371.6
sp|Q91W63|NRK1_MOUSE Nicotinamide riboside kinase 1 OS=Mus musculus GN=Nmrk1 PE=1 SV=1	3115.5	2459.6	2908	2502.1	2641.3	2816.5	4910.4	3260.3	3627.6	1494.2
sp|Q91W86|VPS11_MOUSE Vacuolar protein sorting-associated protein 11 homolog OS=Mus musculus GN=Vps11 PE=1 SV=3;tr|Q8C027|Q8C027_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Vps11 PE=2 SV=1	4574.2	5010.8	4852.6	6056.5	5394.9	6888.2	8389.9	5401	6242.9	3011.8
tr|Q9JKY7|Q9JKY7_MOUSE Cytochrome P450 CYP2D22 OS=Mus musculus GN=Cyp2d22 PE=1 SV=1;tr|Q91W87|Q91W87_MOUSE Cytochrome P450, family 2, subfamily d, polypeptide 22 OS=Mus musculus GN=Cyp2d22 PE=2 SV=1	29197	32245	32455	41634	23893	39807	49729	33428	40424	16499
sp|Q91W97|HKDC1_MOUSE Putative hexokinase HKDC1 OS=Mus musculus GN=Hkdc1 PE=2 SV=1	4344.1	5006.5	3834.3	7378.7	3754.2	4713.6	7566.8	4807	5544	3766.1
sp|Q91WA6-2|SHRPN_MOUSE Isoform 2 of Sharpin OS=Mus musculus GN=Sharpin;sp|Q91WA6|SHRPN_MOUSE Sharpin OS=Mus musculus GN=Sharpin PE=1 SV=1	3998.1	3506.2	3616.4	4531.1	1484.7	2741.6	5225.3	2869.9	3675.1	2136.4
sp|Q91WB2|PLPP7_MOUSE Inactive phospholipid phosphatase 7 OS=Mus musculus GN=Plpp7 PE=1 SV=1	27017	39204	41323	37545	26638	32938	54537	41964	39431	17016
sp|Q91WB4|PKHF2_MOUSE Pleckstrin homology domain-containing family F member 2 OS=Mus musculus GN=Plekhf2 PE=1 SV=1;tr|A8Y5N8|A8Y5N8_MOUSE Pleckstrin homology domain-containing family F member 2 (Fragment) OS=Mus musculus GN=Plekhf2 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91WC0|SETD3_MOUSE Histone-lysine N-methyltransferase setd3 OS=Mus musculus GN=Setd3 PE=1 SV=1;tr|F2Z420|F2Z420_MOUSE Histone-lysine N-methyltransferase OS=Mus musculus GN=Setd3 PE=1 SV=1	10601	16337	10792	12209	4513.2	12856	17632	13913	11942	6314.8
sp|Q91WC9|DGLB_MOUSE Sn1-specific diacylglycerol lipase beta OS=Mus musculus GN=Daglb PE=1 SV=2	11130	10264	10620	10989	5439.8	11066	15615	8632.6	12263	4042
sp|Q91WD1|RPC4_MOUSE DNA-directed RNA polymerase III subunit RPC4 OS=Mus musculus GN=Polr3d PE=2 SV=2	3304.9	3172.1	3296.3	2799.2	2791.6	2482.8	3786.8	2992.9	3471.8	1518.8
sp|Q91WD4|CG025_MOUSE UPF0415 protein C7orf25 homolog OS=Mus musculus PE=2 SV=1	19786	14778	17520	16967	17377	19880	36786	20394	23726	8941.3
sp|Q91WD5|NDUS2_MOUSE NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Mus musculus GN=Ndufs2 PE=1 SV=1;tr|D3YXT0|D3YXT0_MOUSE NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Mus musculus GN=Ndufs2 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91WD9|SEGN_MOUSE Secretagogin OS=Mus musculus GN=Scgn PE=2 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91WE1|SNX15_MOUSE Sorting nexin-15 OS=Mus musculus GN=Snx15 PE=1 SV=1;tr|D3Z479|D3Z479_MOUSE Sorting nexin-15 OS=Mus musculus GN=Snx15 PE=1 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91WE2|F192A_MOUSE Protein FAM192A OS=Mus musculus GN=Fam192a PE=1 SV=1;tr|Q3U9X3|Q3U9X3_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Fam192a PE=2 SV=1;tr|A0A1D5RLW0|A0A1D5RLW0_MOUSE Protein FAM192A (Fragment) OS=Mus musculus GN=Fam192a PE=	0	0	0	0	0	0	0	0	0	0
sp|Q91WE4|CR032_MOUSE UPF0729 protein C18orf32 homolog OS=Mus musculus PE=3 SV=1	0	0	0	0	0	0	0	0	0	0
sp|Q91WG4|ELP2_MOUSE Elongator complex protein 2 OS=Mus musculus GN=Elp2 PE=1 SV=1;sp|Q91WG4-2|ELP2_MOUSE Isoform 2 of Elongator complex protein 2 OS=Mus musculus GN=Elp2;tr|Q8C8Q3|Q8C8Q3_MOUSE Putative uncharacterized protein OS=Mus musculus PE=2 SV=1	1121.6	2477.3	2397.5	3608	2651.5	3446	2741	2573.9	3305.6	2028.9
sp|Q91WG5|AAKG2_MOUSE 5-AMP-activated protein kinase subunit gamma-2 OS=Mus musculus GN=Prkag2 PE=1 SV=2;tr|Q3U4D5|Q3U4D5_MOUSE Protein kinase, AMP-activated, gamma 2 non-catalytic subunit, isoform CRA_c OS=Mus musculus GN=Prkag2 PE=2 SV=1;tr|Q8BIQ9|Q8BIQ	11423	9755.2	8735.6	7380.8	3944.6	9332.4	14982	8705.2	9147.6	2662.9
sp|Q91WG7|DGKG_MOUSE Diacylglycerol kinase gamma OS=Mus musculus GN=Dgkg PE=1 SV=1;tr|Q8C413|Q8C413_MOUSE Diacylglycerol kinase OS=Mus musculus GN=Dgkg PE=1 SV=1;tr|Q570Z5|Q570Z5_MOUSE Diacylglycerol kinase (Fragment) OS=Mus musculus GN=Dgkg PE=2 SV=1;tr|F	11409	15000	13828	15146	11227	14909	20077	14303	21075	7664.1
sp|Q91WJ0|FRS3_MOUSE Fibroblast growth factor receptor substrate 3 OS=Mus musculus GN=Frs3 PE=1 SV=3	13740	17039	15895	20958	106470	17321	22416	14679	20596	12092
sp|Q91WK1|SPRY4_MOUSE SPRY domain-containing protein 4 OS=Mus musculus GN=Spryd4 PE=1 SV=1	24439	26857	24159	33091	14128	27504	40316	26000	28070	10183
sp|Q91WK5|GCSH_MOUSE Glycine cleavage system H protein, mitochondrial OS=Mus musculus GN=Gcsh PE=1 SV=2	3460.3	3133.4	3007.3	2472.7	2154.7	3632.7	5191.8	3210.1	3800.5	1613
sp|Q91WL8|WWOX_MOUSE WW domain-containing oxidoreductase OS=Mus musculus GN=Wwox PE=1 SV=1;sp|Q91WL8-3|WWOX_MOUSE Isoform 3 of WW domain-containing oxidoreductase OS=Mus musculus GN=Wwox;sp|Q91WL8-4|WWOX_MOUSE Isoform 4 of WW domain-containing oxidoreducta	31750	26306	27627	27269	26630	28063	41775	23439	26436	11677
sp|Q91WM1|STRBP_MOUSE Spermatid perinuclear RNA-binding protein OS=Mus musculus GN=Strbp PE=1 SV=1;sp|Q91WM1-2|STRBP_MOUSE Isoform 2 of Spermatid perinuclear RNA-binding protein OS=Mus musculus GN=Strbp	13546	14499	14550	12481	18242	15986	25827	14054	17536	7222.9
sp|Q91WM2|HDHD5_MOUSE Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Mus musculus GN=Hdhd5 PE=1 SV=1	4920.9	5459.6	4825.4	4225	5188.7	5547.7	6939.7	5193.1	5303	2544.4
sp|Q91WM3|U3IP2_MOUSE U3 small nucleolar RNA-interacting protein 2 OS=Mus musculus GN=Rrp9 PE=1 SV=1	1743.3	1989.9	1578.7	1184.2	1392	1218.7	2368.5	1871	2147.3	1459.6
sp|Q91WN1|DNJC9_MOUSE DnaJ homolog subfamily C member 9 OS=Mus musculus GN=Dnajc9 PE=1 SV=2;tr|Q8BRQ6|Q8BRQ6_MOUSE Putative uncharacterized protein OS=Mus musculus GN=Dnajc9 PE=2 SV=1	22209	28743	23928	21951	20961	26364	72719	23284	28407	12276
tr|Q91WP9|Q91WP9_MOUSE Alpha-1,4 glucan phosphorylase OS=Mus musculus GN=Pygl PE=2 SV=1;sp|Q9ET01|PYGL_MOUSE Glycogen phosphorylase, liver form OS=Mus musculus GN=Pygl PE=1 SV=4;tr|Q3TJQ7|Q3TJQ7_MOUSE Alpha-1,4 glucan phosphorylase OS=Mus musculus GN=Pygl 	11403	10935	10364	9724.9	9841.3	12780	19876	13400	17690	6346.8
sp|Q91WQ3|SYYC_MOUSE Tyrosine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Yars PE=1 SV=3	3008.5	2391.6	2281.5	2985.6	2699.7	3428.9	5068.7	2909.8	3868.8	2165.1
sp|Q91WS0|CISD1_MOUSE CDGSH iron-sulfur domain-containing protein 1 OS=Mus musculus GN=Cisd1 PE=1 SV=1	2048.4	2015.7	2619.7	2872.5	6645.9	2338.5	2613.2	2181.2	1989.7	1000.9
sp|Q91WT9-2|CBS_MOUSE Isoform 2 of Cystathionine beta-synthase OS=Mus musculus GN=Cbs;sp|Q91WT9|CBS_MOUSE Cystathionine beta-synthase OS=Mus musculus GN=Cbs PE=1 SV=3	33724	34934	32538	30213	10498	30085	52678	27177	32222	10698
sp|Q91WU5|AS3MT_MOUSE Arsenite methyltransferase OS=Mus musculus GN=As3mt PE=1 SV=2;tr|Q8CF08|Q8CF08_MOUSE Putative uncharacterized protein (Fragment) OS=Mus musculus GN=As3mt PE=2 SV=1	4821.6	4572.4	3646.9	3291.9	6316.5	4661.3	6132.9	3913.2	5023.7	1561.8
sp|Q91X20|ASH2L_MOUSE Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Mus musculus GN=Ash2l PE=1 SV=1;tr|E9PU93|E9PU93_MOUSE Set1/Ash2 histone methyltransferase complex subunit ASH2 OS=Mus musculus GN=Ash2l PE=1 SV=1;tr|Q3UKZ9|Q3UKZ9_MOUSE Puta	0	0	0	0	0	0	0	0	0	0
sp|Q91X21|K2013_MOUSE Uncharacterized protein KIAA2013 OS=Mus musculus GN=Kiaa2013 PE=1 SV=1;sp|Q91X21-2|K2013_MOUSE Isoform 2 of Uncharacterized protein KIAA2013 OS=Mus musculus GN=Kiaa2013	2892.9	2246.1	2687.2	2785.1	1181	2838.7	4340.1	2743.4	3242.4	1357
sp|Q91X52|DCXR_MOUSE L-xylulose reductase OS=Mus musculus GN=Dcxr PE=1 SV=2;tr|A2AC16|A2AC16_MOUSE Dicarbonyl L-xylulose reductase, isoform CRA_a OS=Mus musculus GN=Dcxr PE=1 SV=1	1546.2	2157.6	1368.1	1191.6	1207	1272.4	1821.3	1624.8	1679.2	609.34
sp|Q91X56|S1PR5_MOUSE Sphingosine 1-phosphate receptor 5 OS=Mus musculus GN=S1pr5 PE=1 SV=1	23042	22542	21360	18433	16733	22003	33000	20535	25457	10119
sp|Q91X72|HEMO_MOUSE Hemopexin OS=Mus musculus GN=Hpx PE=1 SV=2;tr|Q8K1U6|Q8K1U6_MOUSE Hemopexin (Fragment) OS=Mus musculus PE=4 SV=1	6031.4	8713.5	8282.3	11322	5744.4	10035	9098.7	6922.2	7642.8	4832
sp|Q91X84|CRTC3_MOUSE CREB-regulated transcription coactivator 3 OS=Mus musculus GN=Crtc3 PE=1 SV=2	15934	17810	17616	21494	14357	19814	25103	15463	22101	9818.1
sp|Q91X88-2|PMGT1_MOUSE Isoform 2 of Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 OS=Mus musculus GN=Pomgnt1;sp|Q91X88|PMGT1_MOUSE Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 OS=Mus musculus GN=Pomgnt1 PE=1 SV	16442	25413	21916	27615	14156	16287	25617	19327	31024	18602
sp|Q91X97|NCALD_MOUSE Neurocalcin-delta OS=Mus musculus GN=Ncald PE=1 SV=4;tr|D3YVA2|D3YVA2_MOUSE Neurocalcin-delta (Fragment) OS=Mus musculus GN=Ncald PE=1 SV=1;tr|D3Z2Z8|D3Z2Z8_MOUSE Neurocalcin-delta (Fragment) OS=Mus musculus GN=Ncald PE=1 SV=1	80188	79827	76935	83618	27681	92046	108710	63606	87653	36916
